date,action,ticker,name,contraticker,contraname,note
2005-08-12,removed,NXTL,NEXTEL COMMUNICATIONS INC,MUR,MURPHY OIL CORP,
2005-08-11,removed,UCL1,UNOCAL CORP,TSN,TYSON FOODS INC,
2005-08-11,removed,SDS1,SUNGARD DATA SYSTEMS INC,VNO,VORNADO REALTY TRUST,
2005-07-21,removed,TOY,TOYS R US INC,WFTIQ,WEATHERFORD INTERNATIONAL PLC,
2005-07-05,removed,VRTS1,VERITAS SOFTWARE CORP,DHI,HORTON D R INC,
2005-07-05,removed,GLK1,GREAT LAKES CHEMICAL CORP,STZ,CONSTELLATION BRANDS INC,
2005-03-28,removed,S1,SEARS ROEBUCK & CO,SHLDQ,SEARS HOLDINGS CORP,
2005-03-14,removed,PWER1,POWER ONE INC,NOV,NOV INC,
2004-12-28,removed,PSFT,PEOPLESOFT INC,XTO,XTO ENERGY INC,
2004-12-20,removed,DLX,DELUXE CORP,TFCF,TWENTY-FIRST CENTURY FOX INC,
2004-12-20,removed,CXT,CRANE NXT CO,ASN,ARCHSTONE SMITH TRUST,
2004-12-17,removed,WOR,WORTHINGTON ENTERPRISES INC,CBSS,COMPASS BANCSHARES INC,
2004-12-03,removed,WNDXQ,WINN DIXIE STORES INC,FSL.B,FREESCALE SEMICONDUCTOR INC,
2004-12-01,removed,WLP1,WELLPOINT HEALTH NETWORKS INC,LLL1,L3 TECHNOLOGIES INC,
2004-11-01,removed,SOTR,SOUTHTRUST CORP,LH,LABCORP HOLDINGS INC,
2004-10-26,removed,AWE,ATT WIRELESS SERVICES INC,CITGQ,CIT GROUP INC,
2004-09-01,removed,CF1,CHARTER ONE FINANCIAL INC,TPR,TAPESTRY INC,
2004-08-02,removed,TNB,THOMAS & BETTS CORP,FSH,FISHER SCIENTIFIC INTERNATIONAL INC,
2004-07-01,removed,ONE1,BANK ONE CORP,GILD,GILEAD SCIENCES INC,
2004-06-30,removed,UPC1,UNION PLANTERS CORP,SOV,SOVEREIGN BANCORP INC,
2004-05-03,removed,AM1,AMERICAN GREETINGS CORP,HSP,HOSPIRA INC,
2004-04-29,removed,JHF,HANCOCK JOHN FINANCIAL SERVICES INC,VLO,VALERO ENERGY CORP,
2004-04-23,removed,PCS1,SPRINT CORP,VTRS,VIATRIS INC,
2004-04-02,removed,TAP.B,TRAVELERS PROPERTY CASUALTY CORP,ACS,AFFILIATED COMPUTER SERVICES INC,
2004-03-31,removed,FBF,FLEETBOSTON FINANCIAL CORP,ETFC,E TRADE FINANCIAL CORP,
2004-03-24,removed,TUPBQ,TUPPERWARE BRANDS CORP,CMX,CAREMARK RX INC,
2004-02-27,removed,CE1,CONCORD EFS INC,MTB,M&T BANK CORP,
2003-11-13,removed,BGEN,BIOGEN INC,BIIB,BIOGEN INC,
2003-09-25,removed,QTRN,QUINTILES TRANSNATIONAL CORP,ESRX,EXPRESS SCRIPTS HOLDING CO,
2003-08-20,removed,MDRIQ,MCDERMOTT INTERNATIONAL INC,MHS,MEDCO HEALTH SOLUTIONS INC,
2003-07-17,removed,GEN1,GENON ENERGY INC,PLD,PROLOGIS INC,
2003-04-15,removed,PHA,PHARMACIA CORP,FHI,FEDERATED HERMES INC,
2003-03-25,removed,HI1,HOUSEHOLD INTERNATIONAL INC,GEN,GEN DIGITAL INC,
2003-03-21,removed,EHC,ENCOMPASS HEALTH CORP,MKC,MCCORMICK & CO INC,
2003-03-14,removed,AAMRQ,AMR CORP,AIV,APARTMENT INVESTMENT & MANAGEMENT CO,
2003-02-21,removed,RATL,RATIONAL SOFTWARE CORP,AN,AUTONATION INC,
2002-12-12,removed,TRW1,TRW INC,DGX,QUEST DIAGNOSTICS INC,
2002-09-04,removed,COC,CONOCOPHILLIPS HOLDING CO,RAI,REYNOLDS AMERICAN INC,
2002-08-21,removed,VTSS,VITESSE SEMICONDUCTOR CORP,TAP.B,TRAVELERS PROPERTY CASUALTY CORP,
2002-08-14,removed,PALM,PALM INC,MON2,MONSANTO CO,
2002-07-25,removed,CNCEQ,CONSECO INC,ELV,ELEVANCE HEALTH INC,
2002-07-22,removed,UL,UNILEVER PLC,GS,GOLDMAN SACHS GROUP INC,
2002-07-22,removed,SHEL,SHELL PLC,UPS,UNITED PARCEL SERVICE INC,
2002-07-22,removed,PDG,PLACER DOME INC,EA,ELECTRONIC ARTS INC,
2002-07-22,removed,NRTLQ,NORTEL NETWORKS CORP,PRU,PRUDENTIAL FINANCIAL INC,
2002-07-22,removed,INCLF,INCO LTD,SDS1,SUNGARD DATA SYSTEMS INC,
2002-07-22,removed,B,BARRICK MINING CORP,PFG,PRINCIPAL FINANCIAL GROUP INC,
2002-07-22,removed,AL1,ALCAN INC,EBAY,EBAY INC,
2002-07-16,removed,IMNX,IMMUNEX CORP,NFB,NORTH FORK BANCORPORATION INC,
2002-06-26,removed,CNXT1,CONEXANT SYSTEMS INC,SPG,SIMON PROPERTY GROUP INC,
2002-05-15,removed,WCOEQ,WORLDCOM INC,APOL,APOLLO EDUCATION GROUP INC,
2002-05-15,removed,UAWGQ,US AIRWAYS GROUP INC,BJS,BJ SERVICES CO,
2002-05-13,removed,SAPE,SAPIENT CORP,TT2,TRANE INC,
2002-05-06,removed,CPQ,COMPAQ COMPUTER CORP,FHN,FIRST HORIZON CORP,
2002-02-08,removed,WLL1,WILLAMETTE INDUSTRIES INC,MI2,MARSHALL & ILSLEY CORP,
2002-01-31,removed,NMK1,NIAGARA MOHAWK HOLDINGS INC,RATL,RATIONAL SOFTWARE CORP,
2002-01-29,removed,MEA1,MEAD CORP,CB,CHUBB LTD,
2002-01-17,removed,KM,KMART CORP,PCL,PLUM CREEK TIMBER CO INC,
2002-01-02,removed,FMC,FMC CORP,WAT,WATERS CORP,
2001-12-14,removed,RAL,RALSTON PURINA CO,GENZ,GENZYME CORP,
2001-12-14,removed,HM,HOMESTAKE MINING CO,JNY,JONES GROUP INC,
2001-12-03,removed,NSI1,NATIONAL SERVICE INDUSTRIES INC,EQR,EQUITY RESIDENTIAL,
2001-11-30,removed,ENRNQ,ENRON CORP,NVDA,NVIDIA CORP,
2001-11-06,removed,GPU,GPU INC,HMA1,HEALTH MANAGEMENT ASSOCIATES INC,
2001-10-10,removed,TX1,TEXACO INC,EOP,EQUITY OFFICE PROPERTIES TRUST,
2001-10-10,removed,GX,GLOBAL CROSSING CAYMAN LTD,TE1,TECO ENERGY INC,
2001-09-20,removed,TOS,TOSCO CORP,IMNX,IMMUNEX CORP,
2001-09-04,removed,WB2,WACHOVIA CORP,XL1,XL GROUP LTD,
2001-09-04,removed,BVSN,BROADVISION INC,IGT1,INTERNATIONAL GAME TECHNOLOGY,
2001-08-30,removed,OKE,ONEOK INC,COR,CENCORA INC,
2001-08-30,removed,AGC1,AMERICAN GENERAL CORP,CIEN,CIENA CORP,
2001-08-07,removed,TKR,TIMKEN CO,ZBH,ZIMMER BIOMET HOLDINGS INC,
2001-08-06,removed,ETS,ENTERASYS NETWORKS INC,FDO,FAMILY DOLLAR STORES INC,
2001-08-02,removed,OAT,QUAKER OATS CO,PMCS,PMC SIERRA INC,
2001-07-06,removed,PCH,POTLATCHDELTIC CORP,AWE,ATT WIRELESS SERVICES INC,
2001-07-02,removed,LDG,LONGS DRUG STORES CORP,COL,ROCKWELL COLLINS INC,
2001-06-27,removed,H2,HARCOURT GENERAL INC,JHF,HANCOCK JOHN FINANCIAL SERVICES INC,
2001-06-22,removed,AZA.A,ALZA CORP,ZION,ZIONS BANCORPORATION NATIONAL ASSOCIATION,
2001-06-04,removed,CIT.A,CIT GROUP INC,MWW,MONSTER WORLDWIDE INC,
2001-05-14,removed,SXCL,STEEL EXCEL INC,PBG,PEPSI BOTTLING GROUP INC,
2001-05-01,removed,BGGSQ,BRIGGS & STRATTON CORP,GEN1,GENON ENERGY INC,
2001-04-02,removed,OK,OLD KENT FINANCIAL CORP,FI,FISERV INC,
2001-03-30,removed,CEN1,CERIDIAN CORP,CE1,CONCORD EFS INC,
2001-03-01,removed,SUB1,SUMMIT BANCORP,CTAS,CINTAS CORP,
2001-02-27,removed,USB1,US BANCORP,FTRCQ,FRONTIER COMMUNICATIONS CORP,
2001-02-07,removed,UK1,UNION CARBIDE CORP,UVN,UNIVISION COMMUNICATIONS INC,
2001-01-30,removed,CGP,COASTAL CORP,JBL,JABIL INC,
2001-01-12,removed,TWX1,TIME WARNER INC,NEBLQ,NOBLE CORP,
2000-12-29,removed,JPM1,MORGAN J P & CO INC,AMCC,APPLIED MICRO CIRCUITS CORP,
2000-12-21,removed,MEE,MASSEY ENERGY CO,FLR,FLUOR CORP,
2000-12-12,removed,RML,RUSSELL CORP,SYK,STRYKER CORP,
2000-12-12,removed,PRDCQ,POLAROID CORP,QLGC,QLOGIC CORP,
2000-12-11,removed,VO1,SEAGRAM CO LTD,MET,METLIFE INC,
2000-12-11,removed,SMI1,SPRINGS INDUSTRIES INC,VTSS,VITESSE SEMICONDUCTOR CORP,
2000-12-11,removed,NGH,NABISCO GROUP HOLDINGS CORP,KMI1,KINDER MORGAN INC,
2000-12-05,removed,OI,O-I GLASS INC,INTU,INTUIT INC,
2000-12-05,removed,GRA,W R GRACE & CO,SBL,SYMBOL TECHNOLOGIES INC,
2000-12-05,removed,CCK,CROWN HOLDINGS INC,ABKFQ,AMBAC FINANCIAL GROUP INC,
2000-12-05,removed,BHMSQ,BETHLEHEM STEEL CORP,AYE,ALLEGHENY ENERGY INC,
2000-12-05,removed,AFS.A,ASSOCIATES FIRST CAPITAL CORP,RHI,ROBERT HALF INC,
2000-11-30,removed,FPC,FLORIDA PROGRESS CORP,CPNLQ,CALPINE CORP,
2000-11-22,removed,SEG1,SEAGATE TECHNOLOGY INC,FRX1,FOREST LABORATORIES INC,
2000-11-22,removed,FJ,FORT JAMES CORP,CHIR1,CHIRON CORP,
2000-11-17,removed,ACKHQ,ARMSTRONG HOLDINGS INC,HOT,STARWOOD HOTEL & RESORTS WORLDWIDE INC,
2000-11-03,removed,PWJ1,PAINE WEBBER GROUP INC,BVSN,BROADVISION INC,
2000-11-02,removed,EFU1,EASTERN ENTERPRISES,EOG,EOG RESOURCES INC,
2000-11-02,removed,CG1,COLUMBIA ENERGY GROUP,NI,NISOURCE INC,
2000-10-20,removed,UCM,UNICOM CORP,PWER1,POWER ONE INC,
2000-10-18,removed,MKG,MALLINCKRODT INC,NBR,NABORS INDUSTRIES LTD,
2000-10-03,removed,YNR,YOUNG & RUBICAM INC,KG1,KING PHARMACEUTICALS INC,
2000-10-03,removed,DNB1,DUN & BRADSTREET CORP,MCO,MOODYS CORP,
2000-10-02,removed,OWENQ,OWENS CORNING,AV1,AVAYA INC,
2000-10-02,removed,BFO1,BESTFOODS,DYNIQ,DYNEGY INC,
2000-08-30,removed,GAPTQ,GREAT ATLANTIC & PACIFIC TEA CO INC,DVN,DEVON ENERGY CORP,
2000-08-18,removed,NCE,NEW CENTURY ENERGIES INC,KSE,KEYSPAN CORP,
2000-07-28,removed,COMS1,3COM CORP,PALM,PALM INC,
2000-07-27,removed,RADCQ,RITE AID CORP,VIAV,VIAVI SOLUTIONS INC,
2000-07-14,removed,UPR,UNION PACIFIC RESOURCES GROUP INC,CIT.A,CIT GROUP INC,
2000-07-13,removed,KSU,KANSAS CITY SOUTHERN,JNS,JANUS CAPITAL GROUP INC,
2000-06-29,removed,IKN,IKON OFFICE SOLUTIONS INC,VSTNQ,VISTEON CORP,
2000-06-28,removed,MZIAQ,MILACRON INC,MERQ,MERCURY INTERACTIVE CORP,
2000-06-21,removed,SGID,SILICON GRAPHICS INC,TIF,TIFFANY & CO,
2000-06-20,removed,WLA,WARNER LAMBERT CO,SANM,SANMINA CORP,
2000-06-20,removed,GTE1,GTE CORP,BRCM,BROADCOM CORP,
2000-06-19,removed,CHA1,CHAMPION INTERNATIONAL CORP,NVLS1,NOVELLUS SYSTEMS INC,
2000-06-15,removed,USW,U S WEST INC,CF1,CHARTER ONE FINANCIAL INC,
2000-06-15,removed,CSR1,CENTRAL & SOUTH WEST CORP,MEDI1,MEDIMMUNE INC,
2000-06-12,removed,TMC.A,TIMES MIRROR CO,CVG,CONVERGYS CORP,
2000-06-08,removed,SMS1,SHARED MEDICAL SYSTEMS CORP,SBUX,STARBUCKS CORP,
2000-06-05,removed,NC,NACCO INDUSTRIES INC,A,AGILENT TECHNOLOGIES INC,
2000-05-31,removed,MIR1,MIRAGE RESORTS INC,APCC,AMERICAN POWER CONVERSION CORP,
2000-05-09,removed,JOS,JOSTENS INC,MXIM,MAXIM INTEGRATED PRODUCTS INC,
2000-05-04,removed,RLM1,REYNOLDS METALS CO,SAPE,SAPIENT CORP,
2000-05-04,removed,CBS1,CBS CORP,SEBL,SIEBEL SYSTEMS INC,
2000-04-18,removed,ARC1,ATLANTIC RICHFIELD CO,ALTR1,ALTERA CORP,
2000-04-03,removed,PNU1,PHARMACIA & UPJOHN INC,LLTC,LINEAR TECHNOLOGY CORP,
2000-03-31,removed,PBY1,PEP BOYS MANNY MOE & JACK,VRTS1,VERITAS SOFTWARE CORP,
2000-03-15,removed,SCI,SERVICE CORP INTERNATIONAL,TSG1,SABRE HOLDINGS CORP,
2000-01-31,removed,FLTWQ,FLEETWOOD ENTERPRISES INC,HOG,HARLEY-DAVIDSON INC,
2000-01-28,removed,FWLT,FOSTER WHEELER AG,BGEN,BIOGEN INC,
2000-01-28,removed,CNG,CONSOLIDATED NATURAL GAS CO,CNXT1,CONEXANT SYSTEMS INC,
2000-01-05,removed,GIC1,GENERAL INSTRUMENT CORP,YNR,YOUNG & RUBICAM INC,
2000-01-04,removed,RNB,REPUBLIC NEW YORK CORP,VYX,NCR VOYIX CORP,
1999-12-30,removed,HP,HELMERICH & PAYNE INC,RIG,TRANSOCEAN LTD,
1999-12-08,removed,LDWIF,LAIDLAW INC,YHOO,YAHOO INC,
1999-12-01,removed,PPW,PACIFICORP,CTXS,CITRIX SYSTEMS INC,
1999-12-01,removed,MOB1,MOBIL CORP,MOLX,MOLEX INC,
1999-12-01,removed,HON1,HONEYWELL INC,OK,OLD KENT FINANCIAL CORP,
1999-11-16,removed,KWP,KING WORLD PRODUCTIONS INC,QTRN,QUINTILES TRANSNATIONAL CORP,
1999-11-15,removed,CSE1,CASE CORP,TER,TERADYNE INC,
1999-11-08,removed,LHX,L3HARRIS TECHNOLOGIES INC,XLNX,XILINX INC,
1999-11-05,removed,TEN1,TENNECO INC,PTV,PACTIV CORP,
1999-10-27,removed,AR1,ASARCO INC,CMVT,COMVERSE TECHNOLOGY INC,
1999-10-18,removed,CYM,CYPRUS AMAX MINERALS CO,LEG,LEGGETT & PLATT INC,
1999-10-13,removed,DGN,DATA GENERAL CORP,TROW,PRICE T ROWE GROUP INC,
1999-10-12,removed,AIT,APPLIED INDUSTRIAL TECHNOLOGIES INC,ADI,ANALOG DEVICES INC,
1999-10-01,removed,PHB1,PIONEER HI BRED INTERNATIONAL INC,PNW,PINNACLE WEST CAPITAL CORP,
1999-10-01,removed,BKB,BANKBOSTON CORP,BBBYQ,BED BATH & BEYOND INC,
1999-09-30,removed,FTL.A,FRUIT OF THE LOOM INC,SXCL,STEEL EXCEL INC,
1999-09-28,removed,FRO1,FRONTIER CORP,GX,GLOBAL CROSSING CAYMAN LTD,
1999-09-17,removed,MTL1,MERCANTILE BANCORPORATION INC,TOS,TOSCO CORP,
1999-08-13,removed,RYC,RAYCHEM CORP,LXK,LEXMARK INTERNATIONAL INC,
1999-08-06,removed,BMGCA,BATTLE MOUNTAIN GOLD CO,COC,CONOCOPHILLIPS HOLDING CO,
1999-08-02,removed,NLC1,NALCO CHEMICAL CO,AW,ALLIED WASTE INDUSTRIES INC,
1999-07-30,removed,BFI1,BROWNING FERRIS INDUSTRIES INC,ADCT1,ADC TELECOMMUNICATIONS INC,
1999-07-22,removed,TA2,TRANSAMERICA CORP,QCOM,QUALCOMM INC,
1999-06-30,removed,PVT1,PROVIDENT COMPANIES INC,VMC,VULCAN MATERIALS CO,
1999-06-29,removed,ATI1,AIRTOUCH COMMUNICATIONS INC,BBY,BEST BUY CO INC,
1999-06-25,removed,ASND1,ASCEND COMMUNICATIONS INC,NTAP,NETAPP INC,
1999-06-24,removed,ASC1,AMERICAN STORES CO,ODP,ODP CORP,
1999-06-21,removed,MII1,MORTON INTERNATIONAL INC,FPC,FLORIDA PROGRESS CORP,
1999-06-08,removed,HRZIQ,HARNISCHFEGER INDUSTRIES INC,WLP1,WELLPOINT HEALTH NETWORKS INC,
1999-06-03,removed,BT1,BANKERS TRUST CORP,PWJ1,PAINE WEBBER GROUP INC,
1999-05-28,removed,MWI,MOORE WALLACE INC,AFL,AFLAC INC,
1999-05-27,removed,FMY1,MEYER FRED STORES INC,DPHIQ,DELPHI CORP,
1999-05-03,removed,UCC1,UNION CAMP CORP,CMS,CMS ENERGY CORP,
1999-04-12,removed,ANV1,AEROQUIP-VICKERS INC,AGN,ALLERGAN PLC,
1999-04-01,removed,AMP1,AMP INC,KSU,KANSAS CITY SOUTHERN,
1999-03-25,removed,RBD,RUBBERMAID INC,LUMN,LUMEN TECHNOLOGIES INC,
1999-03-09,removed,TCOMA,TELE COMMUNICATIONS INC,ASO1,AMSOUTH BANCORPORATION,
1999-02-26,removed,ORX,ORYX ENERGY CO,SOTR,SOUTHTRUST CORP,
1999-01-13,removed,HBOC,HBO & CO,MCK,MCKESSON CORP,
1998-12-31,removed,SAI1,SUNAMERICA INC,CPWR,COMPUWARE CORP,
1998-12-31,removed,FL,FOOT LOCKER INC,TWX1,TIME WARNER INC,
1998-12-31,removed,AN1,AMOCO CORP,USB,US BANCORP,
1998-12-30,removed,PZE1,PENNZENERGY CO,SLR,SOLECTRON CORP,
1998-12-22,removed,GRN1,GENERAL RE CORP,CCL,CARNIVAL CORP,
1998-11-23,removed,AS1,ARMCO INC,PCS1,SPRINT CORP,
1998-11-18,removed,STO1,STONE CONTAINER CORP,DHR,DANAHER CORP,
1998-11-13,removed,C1,CHRYSLER CORP,SWY,SAFEWAY INC,
1998-11-03,removed,WFC1,WELLS FARGO & CO,NCE,NEW CENTURY ENERGIES INC,
1998-10-08,removed,CCI1,CITICORP,CCE1,COCA-COLA ENTERPRISES INC,
1998-10-07,removed,GSX1,GENERAL SIGNAL CORP,SPLS,STAPLES INC,
1998-10-02,removed,FCN1,FIRST CHICAGO NBD CORP,AES,AES CORP,
1998-10-01,removed,USS1,UNITED STATES SURGICAL CORP,PSFT,PEOPLESOFT INC,
1998-10-01,removed,DI1,DRESSER INDUSTRIES INC,PAYX,PAYCHEX INC,
1998-10-01,removed,AHM1,AHMANSON H F & CO,BMC,BMC SOFTWARE INC,
1998-09-30,removed,BAC1,BANKAMERICA CORP,UPC1,UNION PLANTERS CORP,
1998-09-25,removed,MNR1,MANOR CARE INC,HCR1,MANOR CARE INC,
1998-09-15,removed,MCIC,MCI COMMUNICATIONS CORP,NGH,NABISCO GROUP HOLDINGS CORP,
1998-08-28,removed,DIGI2,DSC COMMUNICATIONS CORP,RF,REGIONS FINANCIAL CORP,
1998-08-28,removed,BAY1,BAY NETWORKS INC,PVT1,PROVIDENT COMPANIES INC,
1998-08-14,removed,MST1,MERCANTILE STORES CO INC,KSS,KOHLS CORP,
1998-08-10,removed,WAI1,WESTERN ATLAS INC,EDS,ELECTRONIC DATA SYSTEMS CORP,
1998-07-15,removed,GFS.A,GIANT FOOD INC,DG1,DOLLAR GENERAL CORP,
1998-07-09,removed,ECH1,ECHLIN INC,FMY1,MEYER FRED STORES INC,
1998-07-01,removed,RYI1,RYERSON INC,COF,CAPITAL ONE FINANCIAL CORP,
1998-07-01,removed,DNB2,DUN & BRADSTREET CORP,DNB1,DUN & BRADSTREET CORP,
1998-07-01,removed,BNL1,BENEFICIAL CORP,SLM,SLM CORP,
1998-06-30,removed,PET1,PACIFIC ENTERPRISES INC,SRE,SEMPRA,
1998-06-30,removed,GNT1,GREEN TREE FINANCIAL CORP,BSC1,BEAR STEARNS COMPANIES INC,
1998-06-11,removed,DEC1,DIGITAL EQUIPMENT CORP,ASND1,ASCEND COMMUNICATIONS INC,
1998-04-29,removed,CFL1,CORESTATES FINANCIAL CORP,BEN,FRANKLIN RESOURCES INC,
1998-04-27,removed,FG1,USF&G CORP,GTW,GATEWAY INC,
1998-04-07,removed,CHRS1,CHARMING SHOPPES INC,AFS.A,ASSOCIATES FIRST CAPITAL CORP,
1998-04-01,removed,SK1,SAFETY KLEEN SYSTEMS INC,SEE,SEALED AIR CORP,
1998-04-01,removed,JH,HARLAND JOHN H CO,NXTL,NEXTEL COMMUNICATIONS INC,
1998-02-20,removed,ITT1,SHERATON HOLDING CORP,MTL1,MERCANTILE BANCORPORATION INC,
1998-01-30,removed,PAS,PEPSIAMERICAS INC,NTRS,NORTHERN TRUST CORP,
1998-01-27,removed,CBB1,CALIBER SYSTEM INC,SUB1,SUMMIT BANCORP,
1998-01-20,removed,ECO1,ECHO BAY MINES LTD,BIGGQ,BIG LOTS INC,
1998-01-09,removed,BBI1,BARNETT BANKS INC,LEHMQ,LEHMAN BROTHERS HOLDINGS INC,
